track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,playlist_genre
6UcTHiP25meOD9ox8Rspgx,Sing Me to Sleep,Alan Walker,10,6v6EzwVvKfFZfThip9675y,Sing Me to Sleep,2016-06-03,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,electropop,0.491,0.607,4,-6.332999999999999,0,0.0668,0.0125,1.52e-06,0.289,0.166,176.112,189333,pop
72gv4zhNvRVdQA0eOenCal,Symphony (feat. Zara Larsson),Clean Bandit,73,1MvF4ulZKH7SaDQs9rE5nc,What Is Love? (Deluxe Edition),2018-11-30,Dance Pop Hits,37i9dQZF1DX6pH08wMhkaI,dance pop,0.715,0.605,0,-5.127999999999999,0,0.0428,0.239,1.4099999999999999e-05,0.18899999999999997,0.45399999999999996,122.956,212733,pop
2nsORFTaQPlc9FBqXuNYSW,Liquid Blue - Radio Edit,Papa Wave,42,4O2d9V8TGTB55srimOHfyk,Liquid Blue,2016-12-30,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,electropop,0.703,0.551,1,-11.847999999999999,1,0.0342,0.0864,0.738,0.12,0.20199999999999999,120.00299999999999,208000,pop
4uQcfhLIZNpiWJKS9nPz3z,Burn The Ships (R3HAB Remix),for KING & COUNTRY,53,637sa0MubVLyJ8al6duftV,Burn The Ships (R3HAB Remix),2019-10-04,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,dance pop,0.637,0.759,5,-4.803999999999999,1,0.0809,0.0244,0.0,0.0991,0.304,98.035,146020,pop
0gV0Ogr3400hgZrWOG7Di1,Deja Vu (Initial D),Tsuko G.,61,4h3DSnf1WwpRVeaH2RtG0u,Deja Vu (Initial D),2017-05-20,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,post-teen pop,0.569,0.9570000000000001,0,-9.433,0,0.0419,0.11599999999999999,0.0,0.19899999999999998,0.7020000000000001,154.071,250942,pop
7ewT0nLFkMD8ONbRibePr9,I Don't Care - Single Version,Fall Out Boy,59,6KOWjVP0mh5rOqmzm4tkPD,Folie à Deux,2008-01-01,Dr. Q's Prescription Playlist💊,6jAPdgY9XmxC9cgkXAVmVv,post-teen pop,0.55,0.938,11,-3.556,0,0.0522,0.0017100000000000001,2.18e-05,0.555,0.433,133.99,214493,pop
1HpzOCZbNWzxvvXfSGtSrX,Find U Again (feat. Camila Cabello),Mark Ronson,74,1GySemCUsaTUREhIPAF3hH,Find U Again (feat. Camila Cabello),2019-05-30,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,dance pop,0.605,0.664,8,-7.162000000000001,1,0.0316,0.00548,3e-06,0.204,0.16399999999999998,103.99700000000001,176417,pop
4ExbAn6QFTRUxml2SDVUBa,Skylines,Glades,16,7ieVTQg9uKDuq0SAv1ituV,Skylines,2016-10-14,Indie Poptimism,21nxmipQe5xtXoHHPaYfnY,indie poptimism,0.628,0.84,11,-5.336,1,0.0418,0.00883,3.53e-05,0.14,0.455,95.01299999999999,206773,pop
2rl644SDyLDBBKhUPSFucq,Warrior,Oriel Poole,27,1GFn24DJrp5OFYJuMEGzJ4,Warrior,2019-12-31,The Edge of Indie Poptimism,5vIdb67lQcdFwoVkE4UMep,indie poptimism,0.619,0.65,6,-8.56,0,0.0489,0.102,0.000248,0.14300000000000002,0.391,94.01299999999999,228511,pop
3vSQ77N9hFsXQDG9OqmEJK,Can't Live without Your Love,Janelle Monáe,37,3bnHtSmmsgJiG82hGCmsq9,The Electric Lady,2013-09-06,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,electropop,0.397,0.506,6,-8.227,0,0.113,0.792,0.000151,0.158,0.38799999999999996,85.915,234480,pop
3BOcWxFUURAomDXRSDFve4,Something Real,Armin van Buuren,58,5cqwXF2j9LkvFInBFlnQd3,Balance,2019-10-25,Dance Room,37i9dQZF1DX2ENAPP1Tyed,dance pop,0.575,0.8079999999999999,1,-4.578,1,0.0439,0.0446,0.0,0.0693,0.23199999999999998,127.92200000000001,179531,pop
6B4HHb1bgnSiNHOyub6Vqq,Love With a Motive,The Audition,20,00PSvUy1DSQCnMfe1mDLUZ,Self-Titled Album,2009,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,post-teen pop,0.606,0.8079999999999999,0,-3.815,1,0.0334,0.006640000000000001,0.0,0.27699999999999997,0.598,119.897,177307,pop
4nVBt6MZDDP6tRVdQTgxJg,Story of My Life,One Direction,80,7p1fX8aUySrBdx4WSYspOu,Midnight Memories (Deluxe),2013-11-25,Pop Inglés (2020 - 2010s)💙 Música En Inglés 2010s,4QAzO1Z92yqqD6Mf3mOANu,dance pop,0.6,0.6629999999999999,3,-5.8020000000000005,1,0.0477,0.225,0.0,0.11900000000000001,0.28600000000000003,121.07,245493,pop
0m2BFvSyFp8eyB8aEIVS9T,Kids In America,Kim Wilde,4,7sBYfHsAB0csOUJedOV1bU,Kim Wilde [plus bonus tracks],1981,80's Songs | Top 💯 80s Music Hits,65HtIbyFkaQPflCa4oW8KO,electropop,0.557,0.782,4,-3.8989999999999996,1,0.0475,0.0953,6.75e-06,0.11800000000000001,0.305,159.621,205533,pop
5ef1YfcBRyWqKZ5t9ZUYe0,Play My Music,Jonas Brothers,42,2UFGffYhwvhVGzXYldlpZk,Camp Rock OST,2008-01-01,Post teen pop,7jQHOrErpLMStcUUSavQWR,post-teen pop,0.47200000000000003,0.871,2,-3.492,1,0.0836,0.0006320000000000001,0.0,0.21899999999999997,0.8029999999999999,177.965,197463,pop
6O3GXI34itpMqZbBYHNgoX,WILD LOVE,ELEVATION RHYTHM,43,6egEvDkcMBG9XDAsIvaOsE,WILD LOVE,2019-09-13,Christian Dance Party,37i9dQZF1DWUUPO0Sbx2CM,dance pop,0.68,0.809,1,-4.698,0,0.0602,0.0233,0.0,0.358,0.884,149.935,167500,pop
3FCQTUlUHhSKjo6CLF2DhF,Fall At Your Feet,Lucy Neville,44,7wzFXeLpF8yOgndqRWt7fC,Fall At Your Feet,2017-09-08,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,indie poptimism,0.713,0.6659999999999999,7,-7.636,1,0.0327,0.107,0.124,0.106,0.111,110.00399999999999,202640,pop
75FpbthrwQmzHlBJLuGdC7,Call You Mine - Keanu Silva Remix,The Chainsmokers,60,1nqYsOef1yKKuGOVchbsk6,Call You Mine - The Remixes,2019-07-19,Pop Remix,37i9dQZF1DXcZDD7cfEKhW,dance pop,0.718,0.93,7,-3.778,1,0.102,0.0287,9.43e-06,0.204,0.27699999999999997,121.956,169093,pop
1bOoGwUyHrkG1DqQm5GPMa,Without the Bitter the Sweet Isn't as Sweet,Mayday Parade,38,5ioUIvpedCZXXXPE1zvsoV,Mayday Parade (Deluxe Edition),2011-10-03,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,post-teen pop,0.303,0.591,11,-3.949,1,0.0335,0.0127,0.0,0.11699999999999999,0.317,110.065,212160,pop
3H3cOQ6LBLSvmcaV7QkZEu,Aerodynamic,Daft Punk,59,2noRn2Aes5aoNVsU6iWThc,Discovery,2001-03-07,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,electropop,0.624,0.9109999999999999,7,-7.482,1,0.0524,0.32799999999999996,0.861,0.0727,0.135,122.902,212547,pop
6ZdiSlze1mj4NLzAf5sPpN,Judas,BANKS,0,3SzNTLHbVm0borYWkbrzf0,The Altar,2016-09-30,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,indie poptimism,0.659,0.529,5,-9.246,0,0.0357,0.0242,8.52e-06,0.142,0.41,107.975,236933,pop
4gnZPWL9c1ZunZuqc8Asbu,Mountains,Sia,3,3dB0bCgmpEgCSr3aU1bOtv,Mountains,2018-11-01,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,electropop,0.625,0.6,1,-7.75,1,0.0291,0.374,0.0248,0.151,0.18,85.959,194733,pop
0qDBPHQA0z1quCSeqQrbzn,Wolves,Digitalism,41,0HV9znyu4F3RUlNt4cW1y2,Wolves,2014-05-06,Indie Poptimism,2QiMewRbSavfZ9MSAYz2h6,indie poptimism,0.607,0.763,6,-4.618,0,0.0371,0.00826,0.0,0.218,0.632,128.957,190777,pop
5WHTFyqSii0lmT9R21abT8,Don't Call Me Up,Mabel,85,0syM7OUAhV7S6XmOa4nLUZ,Ivy To Roses (Mixtape),2019-01-18,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,electropop,0.674,0.8809999999999999,9,-2.853,1,0.147,0.29600000000000004,3.01e-06,0.0793,0.23399999999999999,98.994,178480,pop
575NJxNUVDqwJGdzBrlLbv,Lost In Japan - Remix,Shawn Mendes,75,3ynoYncFXzo2OfPT8j93Pw,Lost In Japan (Remix),2018-09-27,Dance Pop,37i9dQZF1DWZQaaqNMbbXa,dance pop,0.706,0.855,10,-5.377000000000001,1,0.215,0.0911,0.0,0.34700000000000003,0.293,107.184,201253,pop
7zrXS0Mp9h3KynGEx50TP4,Sisters,Leoniden,1,5rp6UoO3B5yUYpeS1Sltxz,Leoniden,2017-02-24,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,indie poptimism,0.71,0.736,5,-4.38,0,0.0347,0.107,5.98e-06,0.068,0.746,130.985,191170,pop
5y6pj7OeBFF0CVgZKhRbOG,Black Magic,Little Mix,76,4bzVI1FElc13HQagFR7S1W,Get Weird (Deluxe),2015-11-06,Post teen pop,7jQHOrErpLMStcUUSavQWR,post-teen pop,0.777,0.895,4,-4.4639999999999995,1,0.0618,0.0348,0.0,0.317,0.826,111.98700000000001,211773,pop
3VHJN9R1HaJAp6SbeMT0V5,Empire,Of Monsters and Men,4,1XoZXbaY5k41bIxBekZG5b,Beneath The Skin (Deluxe),2015-06-05,random playlist that can't decide its genre so go ahead jam along with these catchy tunes,49qyKvg6UAQAvIMUIGMnP3,indie poptimism,0.53,0.684,0,-6.263999999999999,0,0.0331,0.000517,0.000719,0.0946,0.519,118.78200000000001,260413,pop
5cM2ZqITAAPPfTfs3s5Ngp,Be Still,Big Boi,27,1dkvQiAwd1ONpvxAHzLPKl,Sir Lucious Left Foot...The Son Of Chico Dusty (Deluxe),2010-01-01,This Is Janelle Monáe,37i9dQZF1DWVT93EW7kPT9,electropop,0.6559999999999999,0.636,0,-5.617000000000001,1,0.16,0.462,0.0,0.52,0.6920000000000001,119.709,310253,pop
0kzw2tRyuL9rzipi5ntlIy,Shut Up and Dance,WALK THE MOON,82,2bVVESepVYULITlO6mtmoy,TALKING IS HARD (Expanded Edition),2014-12-02,The Sound of Indie Poptimism,7nHgmv7uyIA1KHj6qTttjH,indie poptimism,0.578,0.866,1,-3.804,1,0.0619,0.00701,0.0,0.257,0.619,128.03799999999998,199080,pop
1a5Yu5L18qNxVhXx38njON,Hear Me Now,Alok,52,6apmeAAgvzvhBKio8WYThf,Hear Me Now,2016-01-01,Chillout & Remixes 💜,4NlAd9NpIa92IjErMyAriM,indie poptimism,0.7879999999999999,0.43,11,-7.757000000000001,1,0.0419,0.537,0.0026100000000000003,0.0936,0.461,121.99600000000001,192846,pop
0Ryd8975WihbObpp5cPW1t,boyfriend (with Social House),Ariana Grande,84,3zVB99XMdbP9HTVNg0GJwV,boyfriend,2019-08-02,post teen pop,3kvwJXPULhSUalL6ykJbn5,post-teen pop,0.4,0.795,10,-3.7310000000000003,0,0.461,0.11900000000000001,0.0,0.159,0.7020000000000001,190.097,186107,pop
4h8VwCb1MTGoLKueQ1WgbD,Wake Me Up,Avicii,84,1s9tU91VJt4sU5owi29GD3,True,2013-01-01,ELECTROPOP🐹,44p8nNLe4fGfUeArS3MaIX,electropop,0.532,0.7829999999999999,2,-5.697,1,0.0523,0.0038,0.0012,0.161,0.643,124.08,247427,pop
3E7dfMvvCLUddWissuqMwr,Party In The U.S.A.,Miley Cyrus,78,0IuHVgAvbNDJnJepuSZ8Oz,The Time Of Our Lives (International Version),2009-01-01,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,post-teen pop,0.652,0.698,10,-4.667,0,0.042,0.00112,0.00011499999999999999,0.0886,0.47,96.021,202067,pop
20JtELGPfOAMq7FpUt8eSM,Yellow Hearts,Ant Saunders,62,0ahjnylJzSIfobrUbMZnmL,Yellow Hearts,2019-06-18,a taste of the mainstream,4gbXqmZDUFHqlaYjf4uVyS,post-teen pop,0.866,0.39899999999999997,7,-10.937999999999999,1,0.0745,0.11699999999999999,0.0,0.0689,0.713,129.047,223256,pop
5yVz80kgeLcrzHLWCol2xw,Feels Like Summer,Panama Wedding,0,0ksufBffBUgNagNo0aKtRM,Parallel Play EP,2014-01-01,Indie Poptimism!,4hKPJNFIhdAg4pAksn78FJ,indie poptimism,0.785,0.665,6,-6.1370000000000005,1,0.0449,0.0302,2.65e-05,0.247,0.769,129.037,249573,pop
7EVk9tRb6beJLTHrg6AkY9,Tuesday (feat. Danelle Sandoval),Burak Yeter,74,6TvNvQ8DNIFyOMMksmKVDB,Tuesday (feat. Danelle Sandoval),2016-09-02,Mix ElectroPop//ElectroHouse// DeepHouse 2020,23swqzpOZwW1NhPiZ7iyFI,electropop,0.841,0.639,9,-6.0520000000000005,0,0.0688,0.0156,0.0654,0.0545,0.675,99.00200000000001,241875,pop
7hrnaeVvXFAkvQOmjHJglY,Late Night Feelings - Jax Jones Midnight Snack Remix,Mark Ronson,58,0OYFUfqJASICH465pB7zXu,Late Night Feelings (Jax Jones Midnight Snack Remix),2019-05-20,Dance Pop Tunes,4SdfG4cPG3skmTiQLozZGh,dance pop,0.6970000000000001,0.9279999999999999,5,-4.052,0,0.113,0.0158,0.0072299999999999994,0.503,0.654,124.023,228387,pop
4UADR6fNQfx4fxkiRQvSy2,Pristine,Snail Mail,60,2e48GqjEwCi87gQJanb1bf,Lush,2018-06-08,Ultimate Indie Presents... Best Indie Tracks of the 2010s,37i9dQZF1DWTHM4kX49UKs,dance pop,0.483,0.695,0,-5.492999999999999,1,0.0313,0.00461,0.000661,0.102,0.294,126.212,295333,pop
6YoYLN155MLavQcl3bHmvY,The Boys Are Back - Original Version,High School Musical Cast,55,6j8k5gIeWzXapGKTVaZzER,High School Musical 3: Senior Year,2008-01-01,post teen pop,2ltt5ouiEO301o2jbxn30d,post-teen pop,0.706,0.915,1,-3.1689999999999996,1,0.0535,0.00742,1.1e-06,0.0343,0.872,114.992,224667,pop
6stXqwqZiO3JUYe6Sb1oPp,Coming Home,TooManyLeftHands,49,3GDjjNPjXZG00cAcQ3C0S4,Coming Home,2019-11-22,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,dance pop,0.6940000000000001,0.7120000000000001,5,-6.645,0,0.135,0.163,0.0,0.0841,0.515,116.01899999999999,186336,pop
3gVaOBlP4CaRqfUttZ4Avd,Oh My Darling Don't Cry,Run The Jewels,1,2lPYlP4eumsjz6LBG8GCbG,Run the Jewels 2,2014-10-24,BALLARE - رقص,1CMvQ4Yr5DlYvYzI0Vc2UE,post-teen pop,0.525,0.589,1,-7.125,1,0.29600000000000004,0.0172,4.35e-06,0.485,0.32299999999999995,104.60799999999999,204840,pop
4GMCZUi6cVQJ5wPWwJ36rW,Underdog,You Me At Six,55,5FakgYrhpMRNbQ9OaAP9YU,Hold Me Down,2010-01-01,Pop Punk | Post-Hardcore,1YgWQAs1s77NzieIH4ARKn,post-teen pop,0.381,0.961,1,-3.614,1,0.0868,0.000949,0.000294,0.0531,0.787,156.06799999999998,143080,pop
4ICSZfaKo9t9JRClVZwEpG,Waterfalls,THE WLDLFE,48,2WfdksuPQovEliEyLf9QUG,New,2016-03-03,"Indie Poptimism (PUBLIC, The Band CAMINO, lovelytheband)",69yb02k0ZOmukYaxJXwp76,indie poptimism,0.67,0.5579999999999999,7,-7.615,1,0.0266,0.0572,0.0196,0.106,0.43700000000000006,106.081,269119,pop
5WEAZtjEufELtaxqYcqCJg,Years,Astrid S,69,585s4f9yrPNsp0G7AkTFDF,Down Low,2019-09-26,"post-teen alternative, indie, pop (large variety)",1y42gwI5cuwjBslPyQNfqb,post-teen pop,0.664,0.285,9,-7.907,1,0.0342,0.855,0.0,0.0952,0.256,124.148,190268,pop
6GwzaIVJL5DEimt18lokq9,Never Grow Up,CHANMINA,54,7jBsX9evtu7ZQkPEEXtg53,Never Grow Up,2019-07-19,Best of 2019 Dance Pop: Japan,37i9dQZF1DXdOtZGKonFlM,dance pop,0.805,0.858,10,-4.532,1,0.059000000000000004,0.145,2.6600000000000003e-05,0.0686,0.483,105.021,196253,pop
7laPt9sVrlXLK80PoQf05p,OdeToYou,Flitz&Suppe,52,4nJWztDJc5s7Qj8BKcVXKt,OdeToYou,2016-10-31,Indie/Jazz Poptimism,6OaTudLqBEuTyUMPxRNpZc,indie poptimism,0.6729999999999999,0.35600000000000004,3,-10.683,0,0.0365,0.503,0.8140000000000001,0.111,0.145,81.008,181481,pop
0k4kiY86YyvLYRqQETwyXD,Speeding,Lights,33,1u8OmwItT46Y1gD2xKAK9D,Little Machines,2014-09-19,Deep-deep Bubble Pop,744VClUYfFnZCDPcOUkg5G,indie poptimism,0.584,0.7559999999999999,0,-5.386,1,0.0498,0.138,1.53e-05,0.17300000000000001,0.722,87.98899999999999,206667,pop
6hxe6A5BT0YnnZsVR5OPN4,Thirsty,Geoffroy,39,5y6YYKhdU7wMokOavJXIUz,Coastline,2017-03-10,Music&Other Drugs,5jROYSZSL7cO0jGAqkPx7C,indie poptimism,0.6559999999999999,0.413,5,-10.117,0,0.028999999999999998,0.728,0.0025399999999999997,0.11800000000000001,0.39399999999999996,77.006,207222,pop
6sDP4912wjwB7BJhbSnjS1,S.O.S.,Jonas Brothers,65,4myOCm6FzD9TMdK7Q0Nzx0,Jonas Brothers,2007-01-01,post teen pop,2ltt5ouiEO301o2jbxn30d,post-teen pop,0.5870000000000001,0.696,7,-3.8360000000000003,1,0.0677,0.000728,0.0,0.184,0.701,137.08700000000002,153347,pop
5mBGcpiLu25ERBiUb8RTBI,Quarter-Life Crisis,Judah & the Lion,53,5CuJb813nzBM4FMfTNByH9,Pep Talks,2019-08-07,2019 in Indie Poptimism,16RNbqnNCCLlBJti7JU5nc,indie poptimism,0.46,0.945,10,-4.4830000000000005,1,0.17600000000000002,0.00509,7.79e-05,0.145,0.397,76.445,217981,pop
5IxHVYf5BRnwcAUtgI4Hvy,Fantasy,Laureano,34,59Lnh9eXaE9yy1k0s1PIPM,Fantasy,2019-11-08,Pop / Dance,6mXh8CUBMBsBUu88a4eAQV,dance pop,0.773,0.7090000000000001,11,-6.51,0,0.0801,0.0314,9.429999999999999e-05,0.084,0.594,119.969,203000,pop
1t3HCpt49x27PE1uuy06md,Should've Known Better (feat. Anne-Marie),Clean Bandit,53,1MvF4ulZKH7SaDQs9rE5nc,What Is Love? (Deluxe Edition),2018-11-30,Electropop 2019,4Bi8VLtaSu0JILliif8lH6,electropop,0.638,0.7290000000000001,5,-5.859,1,0.0405,0.14400000000000002,3.86e-06,0.257,0.506,75.029,215080,pop
7BCrpOMsSnVpDgzQefNsyH,The Motive - Greg Walsh Remix,Then Jerico,0,5dHJef30aEsaKPmF4VzQJk,The Best Of Then Jerico,1990-06-12,"Maxi Pop  GOLD (New Wave, Electropop, Synth Pop...)",2nRWtTI9a2LWjJ9Wy3JZs5,electropop,0.597,0.7879999999999999,2,-11.805,1,0.0349,0.18,0.314,0.0582,0.9540000000000001,109.37700000000001,386506,pop
65NKfdLTAnL8ubOho5jCXA,Flutes,Hot Chip,49,5GDNKEug3ME9sCAtCU0vu7,In Our Heads,2012-06-11,GTA V - Radio Mirror Park,31R7Gd07KsDafqJEeL4Hqr,electropop,0.69,0.716,10,-6.375,0,0.0322,0.0374,0.0027600000000000003,0.09300000000000001,0.335,118.005,424530,pop
6SLTPbDxDYR0uSMTT7gSb7,I'm In Control,AlunaGeorge,57,6KuHbuDiJNcgEvnLTnfQcY,I Remember,2016-09-16,POPTIMISM,6lWMi4lPiiPwDqn8ZpeyAY,indie poptimism,0.725,0.8440000000000001,11,-3.707,0,0.0347,0.363,0.0007160000000000001,0.125,0.711,104.001,209427,pop
5EbX5xL3O2xT8FxCpYzgUO,"How Far I'll Go - From ""Moana""",Alessia Cara,70,2ho9l951XwxpBFEEjubOUx,"How Far I'll Go (From ""Moana"")",2016-10-28,Post pop teen,222nc9tKxKhfZ2GBrOpwH3,post-teen pop,0.309,0.544,9,-9.621,1,0.35200000000000004,0.155,0.000265,0.0727,0.16,180.979,175517,pop
5tf1VVWniHgryyumXyJM7w,Sugar (feat. Francesco Yates),Robin Schulz,76,5XyJzEROSmup2TcWmVjTIt,Sugar,2015-09-25,Electropop Hits  2017-2020,7kyvBmlc1uSqsTL0EuNLrx,electropop,0.636,0.815,5,-5.098,0,0.0581,0.0185,0.0,0.163,0.636,123.06299999999999,219043,pop
4Y7XAxTANhu3lmnLAzhWJW,Fireball (feat. John Ryan),Pitbull,65,4EUf4YyNjuXypWY6W5wEDm,Globalization,2014-11-21,ELECTROPOP,2UsEj2GUukV0GLbsE3rldz,electropop,0.7609999999999999,0.9329999999999999,10,-5.38,1,0.055999999999999994,0.0908,8.53e-05,0.0606,0.836,122.959,236200,pop
